10	5.833E-6
20	8.542E-6
30	1.8334E-5
40	2.1292E-5
50	2.5417E-5
60	2.725E-5
70	3.7042E-5
80	3.9292E-5
90	5.7416E-5
10	4.792E-6
20	6.875E-6
30	1.5375E-5
40	2.9333E-5
50	4.5625E-5
60	6.7167E-5
70	8.1334E-5
80	1.00083E-4
90	1.32916E-4
